"direccion","barrio","metraje","moneda","precio","operacion","tipoPropiedad","fecha"
"Bogota 1900","Caballito",48,"dolares",102000,"venta","departamento",2015-08-20
"Lavalle 3900","Palermo",32,"dolares",67000,"venta","departamento",2015-08-20
"Blanco Encalada 3200","Belgrano",40,"dolares",125000,"venta","departamento",2015-08-20
"Andres Lamas 1200","Caballito",45,"dolares",120000,"venta","departamento",2015-08-20
"Arenales 2000","Recoleta",120,"dolares",240000,"venta","departamento",2015-08-20
"Paraguay 5600","Palermo",81,"dolares",220000,"venta","departamento",2015-08-20
"Angel Pacheco 2400","Villa Urquiza",NA,"dolares",228000,"venta","departamento",2015-08-20
"Lavalle 3900","Palermo",47,"dolares",88000,"venta","departamento",2015-08-20
"Andonaegui 2500","Villa Urquiza",NA,"dolares",144900,"venta","departamento",2015-08-20
"Blanco Encalada 5400","Villa Urquiza",NA,"dolares",259000,"venta","departamento",2015-08-20
"Av. Luis Maria Campos 300","Las Cañitas",33,"dolares",89500,"venta","departamento",2015-08-20
"Avenida Callao 1900","Recoleta",190,"dolares",460000,"venta","departamento",2015-08-20
"Parera 100","Recoleta",400,"dolares",2600000,"venta","departamento",2015-08-20
"Lavalle 3900","Palermo",50,"dolares",99000,"venta","departamento",2015-08-20
"Quintana 400","Recoleta",127,"dolares",298000,"venta","departamento",2015-08-20
"Jorge Newbery 2500","Belgrano",215,"dolares",355000,"venta","departamento",2015-08-20
"Cuba 4500","Nuñez",39,"dolares",98000,"venta","departamento",2015-08-20
"Migueletes 1000","Las Cañitas",180,"dolares",408000,"venta","departamento",2015-08-20
"Olga Cossentini 1500","Puerto Madero",NA,"dolares",270000,"venta","departamento",2015-08-20
"San Juan 3400","Boedo",44,"dolares",70000,"venta","departamento",2015-08-20
"Armenia 2300","Palermo",NA,"dolares",58000,"venta","departamento",2015-08-20
"3 De Febrero 1900","Belgrano",255,"dolares",600000,"venta","departamento",2015-08-20
"José Bonifacio 800","Caballito",76,"dolares",190000,"venta","departamento",2015-08-20
"Zelarrayán 900","Parque Chacabuco",NA,"dolares",91000,"venta","departamento",2015-08-20
"Terrero 600","Flores",47,"dolares",79000,"venta","departamento",2015-08-20
"Del Libertador 2200 E/ Y Coronel Diaz","Palermo",NA,"dolares",670000,"venta","departamento",2015-08-20
"Esteban Echeverría 2500","Belgrano",NA,"dolares",295000,"venta","departamento",2015-08-20
"Ruy Díaz De Guzmán 600","Barracas",91,"dolares",189000,"venta","departamento",2015-08-20
"Soldado De La Independencia 1300","Belgrano",190,"dolares",435000,"venta","departamento",2015-08-20
"Paysandu 1600","Paternal",69,"dolares",122000,"venta","departamento",2015-08-20
"Manuel Ugarte 2300","Belgrano",54,"dolares",105,"venta","departamento",2015-08-20
"Amenábar 3200","Nuñez",58,"dolares",120000,"venta","departamento",2015-08-20
"Curuzu Cuatia 2400","Villa Real",72,"dolares",115000,"venta","departamento",2015-08-20
"Vedia 1600","Nuñez",50,"dolares",113000,"venta","departamento",2015-08-20
"Vicente Lopez 2200","Recoleta",87,"dolares",230000,"venta","departamento",2015-08-20
"Julian Alvarez 1600","Palermo Soho - Palermo",53,"dolares",120000,"venta","departamento",2015-08-20
"Paraguay 5300","Palermo Hollywood - Palermo",216,"dolares",260000,"venta","departamento",2015-08-20
"Arcos 2700","Belgrano",120,"dolares",250000,"venta","departamento",2015-08-20
"Republica De Siria 3000","Palermo Chico - Palermo",55,"dolares",240000,"venta","departamento",2015-08-20
"Avenida Del Libertador 2000","Palermo Chico - Palermo",318,"dolares",1200000,"venta","departamento",2015-08-20
"Bulnes 800","Almagro",42,"dolares",79500,"venta","departamento",2015-08-20
"Quintana 400","Recoleta",220,"dolares",490000,"venta","departamento",2015-08-20
"Federico Lacroze 1800","Belgrano",70,"dolares",149500,"venta","departamento",2015-08-20
"Avenida Congreso 4700","Villa Urquiza",65,"dolares",135000,"venta","departamento",2015-08-20
"Gral J G De Artigas 2000","Villa del Parque",112,"dolares",183000,"venta","departamento",2015-08-20
"Juramento 5200","Villa Urquiza",75,"dolares",120000,"venta","departamento",2015-08-20
"Dr. Emilio Ravignani 1300","Palermo",73,"dolares",160813,"venta","departamento",2015-08-20
"Dr. Emilio Ravignani 1300","Palermo",74,"dolares",183500,"venta","departamento",2015-08-20
"Dr. Emilio Ravignani 1300","Palermo",41,"dolares",103500,"venta","departamento",2015-08-20
"Colombres 0","Almagro",36,"dolares",85000,"venta","departamento",2015-08-20
"Copernico 2300","Barrio Norte",688,"dolares",2100000,"venta","departamento",2015-08-20
"Mariano Acha 1400","Villa Urquiza",58,"dolares",112500,"venta","departamento",2015-08-20
"Murillo 1000","Villa Crespo",160,"dolares",199000,"venta","departamento",2015-08-20
"Thames Town House 2100","Palermo",149,"dolares",715000,"venta","departamento",2015-08-20
"Las Heras 1600","Recoleta",165,"dolares",630000,"venta","departamento",2015-08-20
"Besares 1700","Nuñez",124,"dolares",284000,"venta","departamento",2015-08-20
"Romulo Naon 4000","Saavedra",72,"dolares",140000,"venta","departamento",2015-08-20
"Humberto I 800","San Telmo",100,"dolares",185000,"venta","departamento",2015-08-20
"Manuel Ugarte 1800","Belgrano",126,"dolares",238000,"venta","departamento",2015-08-20
"Jujuy 100","Once",69,"dolares",120000,"venta","departamento",2015-08-20
"Av Las Heras 2400","Recoleta",120,"dolares",320000,"venta","departamento",2015-08-20
"Gral. Manuel Rodriguez 1100","Caballito",67,"dolares",173000,"venta","departamento",2015-08-20
"Ceretti 2100","Villa Urquiza",106,"dolares",400000,"venta","departamento",2015-08-20
"Avenida Córdoba 2500","Barrio Norte",70,"dolares",140000,"venta","departamento",2015-08-20
"Nicaragua 6000","Palermo Hollywood - Palermo",46,"dolares",129500,"venta","departamento",2015-08-20
"Avenida Triunvirato 2900","Villa Ortuzar",39,"dolares",70000,"venta","departamento",2015-08-20
"Avenida Entre Ríos 1200","San Cristobal",NA,"dolares",73000,"venta","departamento",2015-08-20
"Avenida Congreso 1800","Belgrano",150,"dolares",650000,"venta","departamento",2015-08-20
"Nicaragua 5600","Palermo Hollywood - Palermo",NA,"dolares",165000,"venta","departamento",2015-08-20
"Nicaragua 5600","Palermo Hollywood - Palermo",57,"dolares",145000,"venta","departamento",2015-08-20
"Arcos 2800","Belgrano",31,"dolares",80000,"venta","departamento",2015-08-20
"Nicaragua 5600","Palermo Hollywood - Palermo",52,"dolares",165000,"venta","departamento",2015-08-20
"Paraguay 4200","Palermo",60,"dolares",179500,"venta","departamento",2015-08-20
"Scalabrini Ortiz 2100","Palermo",49,"dolares",84900,"venta","departamento",2015-08-20
"Rosario 600","Caballito",42,"dolares",79000,"venta","departamento",2015-08-20
"Av. Hipolito Yrigoyen 3600","Almagro",61,"dolares",134000,"venta","departamento",2015-08-20
"Moron 4100","Floresta",132,"dolares",180000,"venta","departamento",2015-08-20
"Nuñez 2400","Nuñez",NA,"dolares",134000,"venta","departamento",2015-08-20
"Correa 4700","Saavedra",53,"dolares",117500,"venta","departamento",2015-08-20
"Ciudad De La Paz 100","Belgrano",85,"dolares",230000,"venta","departamento",2015-08-20
"Eduardo Holmberg 2100","Belgrano",NA,"dolares",259000,"venta","departamento",2015-08-20
"Luis Viale 2000","Caballito",30,"dolares",60000,"venta","departamento",2015-08-20
"Eduardo Holmberg 2100","Belgrano",NA,"dolares",190000,"venta","departamento",2015-08-20
"Eduardo Holmberg 2100","Villa Urquiza",NA,"dolares",86000,"venta","departamento",2015-08-20
"Camarones 1500","Caballito",46,"dolares",88000,"venta","departamento",2015-08-20
"Nuñez 2400","Nuñez",50,"dolares",142000,"venta","departamento",2015-08-20
"Nicaragua 6000","Palermo",79,"dolares",229500,"venta","departamento",2015-08-20
"11 De Septiembre 3900","Nuñez",80,"dolares",220000,"venta","departamento",2015-08-20
"General José Gervasio Artigas 4600","Villa Pueyrredón",44,"dolares",80000,"venta","departamento",2015-08-20
"José G De Artigas 4600","Villa Pueyrredón",68,"dolares",120000,"venta","departamento",2015-08-20
"Humberto I 300","San Telmo",130,"dolares",210000,"venta","departamento",2015-08-20
"Avenida Jujuy 1000","San Cristobal",459,"dolares",550000,"venta","departamento",2015-08-20
"Suipacha 700","Centro / Microcentro",61,"dolares",89500,"venta","departamento",2015-08-20
"Jean Jaures 1100","Barrio Norte",84,"dolares",227000,"venta","departamento",2015-08-20
"Bartolomé Mitre 4400","Parque Centenario",54,"dolares",115000,"venta","departamento",2015-08-20
"Avenida Rivadavia 10900","Liniers",72,"dolares",109000,"venta","departamento",2015-08-20
"Anchorena 1400","Barrio Norte",36,"dolares",98000,"venta","departamento",2015-08-20
"Bogotá 2700","Flores",75,"dolares",99900,"venta","departamento",2015-08-20
"Marcelo T De Alvear 1200","Recoleta",71,"dolares",137000,"venta","departamento",2015-08-20
"Monroe 3400","Belgrano",61,"dolares",170000,"venta","departamento",2015-08-20
"Olazabal 3000","Belgrano",NA,"dolares",230000,"venta","departamento",2015-08-20
"Salguero 1100","Palermo",32,"dolares",78000,"venta","departamento",2015-08-20
"11 De Septiembre 2100","Belgrano",125,"dolares",248000,"venta","departamento",2015-08-20
"Vidal 1600","Belgrano",35,"dolares",87000,"venta","departamento",2015-08-20
"Moldes 2100","Belgrano",78,"dolares",165000,"venta","departamento",2015-08-20
"Aguilar 2500","Belgrano",44,"dolares",135000,"venta","departamento",2015-08-20
"Nuñez 2200","Nuñez",38,"dolares",82000,"venta","departamento",2015-08-20
"Franklin Roosevelt 1800","Belgrano",42,"dolares",105000,"venta","departamento",2015-08-20
"Virrey Del Pino 2400","Belgrano",75,"dolares",148000,"venta","departamento",2015-08-20
"11 De Septiembre 1700","Belgrano",87,"dolares",270000,"venta","departamento",2015-08-20
"Av. Jujuy 300","Balvanera",81,"dolares",152000,"venta","departamento",2015-08-20
"Avenida Corrientes 2000","Balvanera",202,"dolares",230000,"venta","departamento",2015-08-20
"Juana Manso 500","Puerto Madero",67,"dolares",345000,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",40,"pesos",797254,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",50,"pesos",1066502,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",86,"pesos",1684023,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",79,"pesos",1930811,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",40,"pesos",821171,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",50,"pesos",1285241,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",40,"pesos",864391,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",50,"pesos",1306311,"venta","departamento",2015-08-20
"La Rioja 1400","San Cristobal",40,"pesos",932787,"venta","departamento",2015-08-20
"Rio De Janeiro 200","Caballito",72,"dolares",156500,"venta","departamento",2015-08-20
"Soldado De La Independencia 800","Belgrano",400,"dolares",1200000,"venta","departamento",2015-08-20
"Vidt .","Palermo",110,"dolares",295000,"venta","departamento",2015-08-20
"Sinclair .","Palermo",40,"dolares",120000,"venta","departamento",2015-08-20
"Thames 2300","Palermo",30,"dolares",135000,"venta","departamento",2015-08-20
"Nogoya 3200","Villa del Parque",56,"dolares",111140,"venta","departamento",2015-08-20
"Nogoya 3200","Villa del Parque",39,"dolares",77360,"venta","departamento",2015-08-20
"La Pampa 2100","Belgrano",100,"dolares",290000,"venta","departamento",2015-08-20
"25 De Mayo 700","Retiro",90,"dolares",195000,"venta","departamento",2015-08-20
"Thames 400","Villa Crespo",50,"dolares",89900,"venta","departamento",2015-08-20
"Soldado De La Independencia 500","Belgrano",197,"dolares",1100000,"venta","departamento",2015-08-20
"Avenida Luis María Campos 1200","Palermo",33,"dolares",98000,"venta","departamento",2015-08-20
"Avenida Balbin 2300","Belgrano",53,"dolares",109000,"venta","departamento",2015-08-20
"Avenida Del Libertador 6200","Belgrano",80,"dolares",268000,"venta","departamento",2015-08-20
"Teodoro García 2300","Belgrano",147,"dolares",445000,"venta","departamento",2015-08-20
"Av. Garcia Del Rio 2600","Nuñez",118,"dolares",375000,"venta","departamento",2015-08-20
"Adolfo Alsina 400","Monserrat",143,"dolares",280000,"venta","departamento",2015-08-20
"Ortega Y Gasset 1900","Las Cañitas",47,"dolares",260000,"venta","departamento",2015-08-20
"Av. Paseo Colon 900","San Telmo",67,"dolares",132000,"venta","departamento",2015-08-20
"Mercedes 2100","Villa Devoto",78,"dolares",145000,"venta","departamento",2015-08-20
"Avenida Corrientes 4900","Villa Crespo",60,"dolares",129999,"venta","departamento",2015-08-20
"Soler 3300","Recoleta",37,"dolares",98000,"venta","departamento",2015-08-20
"Armenia 2300","Palermo Soho - Palermo",59,"dolares",183000,"venta","departamento",2015-08-20
"Jorge Luis Borges 2300","Palermo Soho - Palermo",NA,"dolares",155000,"venta","departamento",2015-08-20
"Gurruchaga 200","Villa Crespo",50,"dolares",120000,"venta","departamento",2015-08-20
"Gascón 1200","Palermo",58,"dolares",125000,"venta","departamento",2015-08-20
"Av. Santa Fe 3700","Palermo",220,"dolares",490000,"venta","departamento",2015-08-20
"Carlos Antonio López 2700","Villa Pueyrredón",36,"dolares",83000,"venta","departamento",2015-08-20
"Mendoza 3900","2º - Belgrano",52,"dolares",114000,"venta","departamento",2015-08-20
"Av. Díaz Vélez 4300","Almagro",84,"dolares",146000,"venta","departamento",2015-08-20
"Blanco Encalada 4400","Villa Urquiza",113,"dolares",214000,"venta","departamento",2015-08-20
"Cordoba 5100","Villa Crespo",51,"dolares",121600,"venta","departamento",2015-08-20
"Cordoba 5100","Palermo Soho - Palermo",140,"dolares",196500,"venta","departamento",2015-08-20
"Av. Hipolito Irigoyen 3500","Almagro",58,"dolares",90000,"venta","departamento",2015-08-20
"Guido 1700","Barrio Norte",373,"dolares",890000,"venta","departamento",2015-08-20
"Juana Manso 1600","Puerto Madero",70,"dolares",278000,"venta","departamento",2015-08-20
"Uruguay 1000","Barrio Norte",125,"dolares",275000,"venta","departamento",2015-08-20
"Montes De Oca 200","Barracas",110,"dolares",185000,"venta","departamento",2015-08-20
"Ambroseti 900","Caballito",76,"dolares",129900,"venta","departamento",2015-08-20
"Arcos 2700","Belgrano",84,"dolares",189000,"venta","departamento",2015-08-20
"Boedo, Avda. 500","Boedo",38,"pesos",1134000,"venta","departamento",2015-08-20
"Boedo, Avda. 500","Boedo",45,"pesos",1380905,"venta","departamento",2015-08-20
"Boedo, Avda. 500","Almagro",45,"pesos",1370000,"venta","departamento",2015-08-20
"Montevideo 1500","Recoleta",NA,"dolares",520000,"venta","departamento",2015-08-20
"Independencia, Av. 2100","San Cristobal",70,"dolares",98000,"venta","departamento",2015-08-20
"Pichincha 800","San Cristobal",77,"dolares",100000,"venta","departamento",2015-08-20
"Venezuela 2300","Balvanera",76,"dolares",135000,"venta","departamento",2015-08-20
"Diaz Colodrero 3300","Villa Urquiza",75,"dolares",172000,"venta","departamento",2015-08-20
"Aranguren, Juan F., Dr. 2800","Flores",40,"dolares",73000,"venta","departamento",2015-08-20
"Directorio, Avda. 3200","Flores",37,"dolares",67500,"venta","departamento",2015-08-20
"Directorio, Avda. 400","Caballito",38,"dolares",74500,"venta","departamento",2015-08-20
"Directorio, Avda. 400","Caballito",42,"dolares",83500,"venta","departamento",2015-08-20
"Araoz 900","Villa Crespo",58,"dolares",115000,"venta","departamento",2015-08-20
"Mexico 900","Monserrat",36,"dolares",68000,"venta","departamento",2015-08-20
"Zuviria 400","Caballito",48,"dolares",89000,"venta","departamento",2015-08-20
"Directorio, Avda. 3200","Flores",50,"dolares",89000,"venta","departamento",2015-08-20
"Roosevelt, Franklin 3600","Coghlan",32,"dolares",82400,"venta","departamento",2015-08-20
"Garay, Juan De, Avda. 1800","Parque Patricios",64,"dolares",95360,"venta","departamento",2015-08-20
"Garay, Juan De, Avda. 1800","Parque Patricios",64,"dolares",96640,"venta","departamento",2015-08-20
"Garay, Juan De, Avda. 1800","Parque Patricios",64,"dolares",99200,"venta","departamento",2015-08-20
"Garay, Juan De, Avda. 1800","Parque Patricios",64,"dolares",101120,"venta","departamento",2015-08-20
"Garay, Juan De, Avda. 1800","Parque Patricios",47,"dolares",71725,"venta","departamento",2015-08-20
"Garay, Juan De, Avda. 1800","Parque Patricios",31,"dolares",46190,"venta","departamento",2015-08-20
"Inclan 4200","Boedo",20,"dolares",42000,"venta","departamento",2015-08-20
"Recoleta","Barrio Norte",NA,"dolares",92000,"venta","departamento",2015-08-20
"San Blas 3000","Monte Castro",60,"dolares",95000,"venta","departamento",2015-08-20
"Anchorena 1400","Barrio Norte",65,"dolares",167000,"venta","departamento",2015-08-20
"Amenabar 3800","Nuñez",75,"dolares",186000,"venta","departamento",2015-08-20
"Amenabar 3800","Nuñez",75,"dolares",188000,"venta","departamento",2015-08-20
"Amenabar 3800","Nuñez",39,"dolares",110000,"venta","departamento",2015-08-20
"Deheza 3100","Nuñez",39,"dolares",78500,"venta","departamento",2015-08-20
"Deheza 3100","Nuñez",39,"dolares",80000,"venta","departamento",2015-08-20
"Deheza 3100","Nuñez",47,"dolares",92000,"venta","departamento",2015-08-20
"Deheza 3100","Nuñez",47,"dolares",95000,"venta","departamento",2015-08-20
"Deheza 3100","Nuñez",49,"dolares",95000,"venta","departamento",2015-08-20
"Deheza 3100","Nuñez",49,"dolares",96500,"venta","departamento",2015-08-20
"Deheza 3100","Nuñez",38,"dolares",79500,"venta","departamento",2015-08-20
"Superi 3100","Nuñez",68,"dolares",153000,"venta","departamento",2015-08-20
"Superi 3100","Nuñez",43,"dolares",82000,"venta","departamento",2015-08-20
"Amenabar 3800","Nuñez",39,"dolares",89000,"venta","departamento",2015-08-20
"Garcia Del Rio 2600","Nuñez",168,"dolares",365000,"venta","departamento",2015-08-20
"Cramer 3200","Nuñez",32,"dolares",81500,"venta","departamento",2015-08-20
"Jaramillo 2900","Nuñez",50,"dolares",98500,"venta","departamento",2015-08-20
